personName,finalWorth,category,age,country,organization
Kwee Liong Seen,1400,Real Estate,70,Singapore,
Kwee Liong Tek,1400,Real Estate,76,Singapore,
Kwek Leng Keow,1400,Diversified,71,Singapore,
Kwek Leng Peck,1400,Diversified,67,Singapore,
Raymond Kwok,1400,Real Estate,69,Hong Kong,
Lee Ho-jin,1400,Diversified,60,South Korea,Taekwang Industrial
Michael Lee-Chin,1400,Finance & Investments,72,Canada,
Manfredi Lefebvre d'Ovidio & family,1400,Service,69,Monaco,
Bernard Lewis & family,1400,Fashion & Retail,97,United Kingdom,
Li Jinyang,1400,Metals & Mining,,China,
William Li,1400,Automotive,48,China,
Jenny Lindén Urnes,1400,Manufacturing,52,Sweden,
Liu Fangyi,1400,Healthcare,53,China,
K.C. Liu,1400,Technology,69,Taiwan,
Liu Ming Chung,1400,Manufacturing,60,Hong Kong,
Anatoly Lomakin,1400,Metals & Mining,70,Russia,
Brandt Louie,1400,Food & Beverage,79,Canada,
Lucia Maggi & family,1400,Diversified,90,Brazil,
Gary Magness,1400,Media & Entertainment,69,United States,
Mao Lixiang & family,1400,Technology,82,China,
David McMurtry,1400,Manufacturing,82,United Kingdom,
Deepak Mehta,1400,Manufacturing,66,India,
Miao Shouliang,1400,Real Estate,68,China,
Miao Yongjun,1400,Healthcare,55,China,
Yoshiko Mori,1400,Real Estate,82,Japan,
Marius Nacht,1400,Technology,57,Israel,
Tadako Nakatani,1400,Healthcare,,Japan,
Vadim Novinsky,1400,Metals & Mining,59,Ukraine,
Niti Osathanugrah,1400,Finance & Investments,49,Thailand,
Gretel Packer,1400,Finance & Investments,57,Australia,
Pan Longquan,1400,Manufacturing,58,China,
Pan Shiyi,1400,Real Estate,60,China,
David Paul,1400,Healthcare,56,United States,Globus Medical
Tom Persson,1400,Fashion & Retail,38,Sweden,
Qian Jinghong,1400,Automotive,50,China,
Qin Long,1400,Manufacturing,57,China,
M.Satyanarayana Reddy,1400,Healthcare,65,India,
Mochtar Riady & family,1400,Diversified,93,Indonesia,
Rihanna,1400,Fashion & Retail,35,United States,
Boris Rotenberg,1400,Construction & Engineering,66,Russia,
Subhash Runwal,1400,Real Estate,79,India,
Igor Rybakov,1400,Manufacturing,50,Russia,
Carlos Sanchez,1400,Healthcare,61,Brazil,
Martin Selig,1400,Real Estate,85,United States,
Airat Shaimiev,1400,Energy,61,Russia,
Radik Shaimiev,1400,Energy,58,Russia,
Nobutoshi Shimamura,1400,Fashion & Retail,97,Japan,
Jared Smith,1400,Technology,48,United States,
Charlotte Soderstrom,1400,Fashion & Retail,46,Sweden,
Anand Surana,1400,Healthcare,52,India,
Dilip Surana,1400,Healthcare,57,India,
Wilma Tisch,1400,Finance & Investments,95,United States,
Jianyi Wang,1400,Technology,60,China,
Wang Jilei,1400,Logistics,58,China,
Shuifu Wang,1400,Manufacturing,68,China,
Wang Yanqing & family,1400,Manufacturing,76,China,
Wang Zelong,1400,Metals & Mining,26,China,
Werner O. Weber,1400,Manufacturing,84,Switzerland,
Anne Werninghaus,1400,Manufacturing,37,Brazil,
"Alfred West, Jr.",1400,Finance & Investments,80,United States,
Bo Wu,1400,Manufacturing,68,China,
Wu Chaoqun,1400,Manufacturing,53,China,
Swift Xie,1400,Technology,43,China,DJI Technology Co.
Xu Guozhong & family,1400,Manufacturing,59,China,
Yao Kuizhang,1400,Food & Beverage,58,China,
Yu Peidi,1400,Real Estate,63,China,
Yuan Liping,1400,Healthcare,52,China,
Zhang Chuanwei & family,1400,Manufacturing,60,China,
Zhang Keqiang,1400,Real Estate,62,China,
Zhang Xin,1400,Real Estate,57,China,SOHO China
Xinghai Zhang & family,1400,Manufacturing,60,China,
Zheng Jianjiang & family,1400,Manufacturing,62,China,
Zhong Sheng Jian,1400,Real Estate,65,Singapore,
Zhou Chengjian,1400,Fashion & Retail,57,China,
Boris Zingarevich,1400,Diversified,63,Russia,
A. Jayson Adair,1300,Automotive,53,United States,
Soegiarto Adikoesoemo,1300,Logistics,85,Indonesia,
Rajendra Agarwal,1300,Healthcare,64,India,
Chirayu Amin,1300,Healthcare,76,India,
Anant Asavabhokhin,1300,Real Estate,72,Thailand,
Roman Avdeev,1300,Finance & Investments,55,Russia,
Ziv Aviram,1300,Automotive,64,Israel,
Sachin Bansal,1300,Fashion & Retail,41,India,
Kiki Barki,1300,Energy,83,Indonesia,
Elena Baturina,1300,Construction & Engineering,60,United Kingdom,
Banwari Lal Bawri,1300,Healthcare,70,India,
Othman Benjelloun & family,1300,Finance & Investments,90,Morocco,
Hari Bhartia,1300,Diversified,66,India,
Shyam Bhartia,1300,Healthcare,70,India,
Stewart Butterfield,1300,Technology,50,United States,Slack
Cai Mingtong,1300,Technology,71,China,
Anthony Casalena,1300,Technology,40,United States,
Chang Jianming & family,1300,Manufacturing,58,China,
Richard Chang,1300,Real Estate,76,Taiwan,
Chen Xuehua,1300,Metals & Mining,62,China,
Chen Yin,1300,Manufacturing,50,China,
Chin Jong Hwa,1300,Automotive,64,Taiwan,
R. Marcelo Claure,1300,Telecom,52,United States,
Alberto Cortina,1300,Finance & Investments,77,Spain,
Eduardo Costantini,1300,Real Estate,76,Argentina,
Wenjun Dai,1300,Food & Beverage,54,China,
Anand Deshpande,1300,Technology,60,India,
Aydin Dogan,1300,Media & Entertainment,86,Turkey,
Annalisa Doris,1300,Finance & Investments,52,Italy,
Massimo Doris,1300,Finance & Investments,55,Italy,
Weimin Du,1300,Healthcare,59,China,
Timothy Dunn & family,1300,Energy,67,United States,
Keiko Erikawa,1300,Media & Entertainment,74,Japan,
Yoichi Erikawa,1300,Media & Entertainment,72,Japan,
Philip Fayer,1300,Finance & Investments,45,Canada,
Marvy Finger,1300,Real Estate,87,United States,
Simona Giorgetta,1300,Construction & Engineering,45,Italy,
Joel Greenberg,1300,Finance & Investments,65,United States,
He Zhiping,1300,Finance & Investments,59,China,
Heikki Herlin,1300,Manufacturing,36,Finland,
Hoi Kin Hong,1300,Real Estate,70,China,
Lillyn Teh Li Hua,1300,Finance & Investments,,,
Gregg Hymowitz,1300,Finance & Investments,57,United States,
Mitchell Jacobson,1300,Service,72,United States,
Anurang Jain,1300,Manufacturing,61,India,
Jiang Guiting & family,1300,Manufacturing,64,China,
Jin Xin,1300,Manufacturing,56,China,
Conni Jonsson,1300,Finance & Investments,62,Sweden,
George Joseph,1300,Finance & Investments,101,United States,
Laurent Junique,1300,Technology,57,Singapore,
Zbigniew Juroszek & family,1300,Diversified,60,Poland,
Alexander Karp,1300,Technology,55,United States,Palantir Technologies
Joe Kiani,1300,Healthcare,58,United States,Masimo
Seth Klarman,1300,Finance & Investments,65,United States,Baupost Group
Kagemasa Kozuki,1300,Technology,82,Japan,
Michael Krasny,1300,Technology,69,United States,Sawdust Investment Management Corp.
Eduard Kucera,1300,Technology,70,Czech Republic,
Kristo Käärmann,1300,Finance & Investments,42,United Kingdom,Wise
Gary Lauder,1300,Fashion & Retail,60,United States,
Lee Hae-jin,1300,Technology,55,South Korea,NAVER Corp.
Art Levinson,1300,Diversified,73,United States,
Li Denghai,1300,Food & Beverage,73,China,
Fengluan Li,1300,Diversified,61,China,
Li Yongqing,1300,Manufacturing,58,China,
Li Zhigang,1300,Manufacturing,46,China,
Liu Gexin & family,1300,Healthcare,71,China,
Itamar Locks & family,1300,Food & Beverage,68,Brazil,
Lu Hongyan,1300,Media & Entertainment,45,China,
Lv Jianming,1300,Healthcare,58,China,
Blairo Maggi,1300,Food & Beverage,66,Brazil,
Yasseen Mansour,1300,Diversified,61,Egypt,
Charlwin Mao,1300,Fashion & Retail,,China,
George Marcus,1300,Real Estate,81,United States,
Yves-Loic Martin,1300,Healthcare,57,France,
Carsten Maschmeyer,1300,Finance & Investments,63,Germany,
Lillian Teh Li Ming,1300,Finance & Investments,,,
Martin Moller Nielsen,1300,Logistics,58,Switzerland,
Jahm Najafi,1300,Finance & Investments,60,United States,
Randal Nardone,1300,Finance & Investments,67,United States,
Nguyen Dang Quang,1300,Food & Beverage,59,Vietnam,
Kazuo Okada,1300,Gambling & Casinos,80,Japan,
John Oyler,1300,Healthcare,55,United States,
William Teh Lee Pang,1300,Finance & Investments,,,
George Pedersen & family,1300,Manufacturing,87,United States,
Qu Miranda,1300,Fashion & Retail,38,China,
Jupally Rameshwar Rao,1300,Real Estate,67,India,
G. M. Rao,1300,Logistics,72,India,
P.V. Ramprasad Reddy,1300,Healthcare,65,India,
Satish Reddy,1300,Healthcare,55,India,
Fernando Roig,1300,Fashion & Retail,75,Spain,
Igor Rotenberg,1300,Diversified,49,Russia,
Seifeddin Rustamov,1300,Manufacturing,60,United States,
Deniz Sahenk,1300,Diversified,77,Turkey,
Nobutada Saji,1300,Food & Beverage,77,Japan,
Hajime Satomi,1300,Gambling & Casinos,81,Japan,
James Scapa,1300,Technology,66,United States,
Stephan Schnabel,1300,Manufacturing,48,,
Devi Shetty,1300,Healthcare,70,India,
Albert Shigaboutdinov,1300,Diversified,70,Russia,
Diana Teh Li Shing,1300,Finance & Investments,,,
Denis Shtengelov,1300,Food & Beverage,50,Australia,
Fei Song,1300,Manufacturing,56,China,
Hal Steinbrenner,1300,Sports,54,United States,
Jessica Steinbrenner,1300,Sports,59,United States,
Jennifer Steinbrenner Swindal,1300,Sports,63,United States,
Konstantin Strukov & family,1300,Metals & Mining,64,Russia,
Rustem Sulteev,1300,Energy,69,Russia,
Clemens Toennies,1300,Food & Beverage,66,Germany,
Robert Toennies,1300,Food & Beverage,44,Germany,
John Van Lieshout,1300,Real Estate,77,Australia,
Pongsak Viddayakorn,1300,Healthcare,89,Thailand,
Wang Jianguo,1300,Fashion & Retail,63,China,
Junjin Wang,1300,Service,54,China,
Wang Mingwang,1300,Manufacturing,55,China,
Wei Lidong & family,1300,Technology,47,China,
Myron Wentz,1300,Fashion & Retail,83,Cayman Islands,
Wu Xiaoge,1300,Manufacturing,50,China,
Wu Xushun & family,1300,Diversified,74,China,
Xiong Xiaochuan,1300,Healthcare,57,China,
Xu Shaochun,1300,Technology,60,China,
Yan Jane & family,1300,Technology,53,China,
Zeng Chaoyi,1300,Manufacturing,54,China,
Peng Zhao,1300,Service,52,China,
Zhao Tongtong,1300,Service,56,Hong Kong,
Kostyantin Zhevago,1300,Metals & Mining,49,Ukraine,
Zong Yanmin,1300,Manufacturing,,China,
Sanjay Agarwal,1200,Finance & Investments,52,India,
Hamad bin Jassim bin Jaber Al Thani,1200,Finance & Investments,63,Qatar,
Joao Alves de Queiroz Filho,1200,Diversified,70,Brazil,
Jose Maria Aristrain,1200,Metals & Mining,60,Switzerland,
Michael Arougheti,1200,Finance & Investments,50,United States,
Tope Awotona,1200,Technology,41,United States,Calendly
Mehmet Aydinlar,1200,Healthcare,66,Turkey,
Danna Azrieli,1200,Real Estate,55,Israel,
Naomi Azrieli,1200,Real Estate,57,Canada,
Sharon Azrieli,1200,Real Estate,62,Canada,
Bai Houshan,1200,Energy,59,China,
Thomas Bailey,1200,Finance & Investments,86,United States,
Bernhard Braun-Luedicke,1200,Healthcare,46,Germany,
Eva Maria Braun-Luedicke,1200,Healthcare,36,Germany,
Friederike Braun-Luedicke,1200,Healthcare,39,Germany,
Jeffrey Cheah,1200,Real Estate,78,Malaysia,
Chen Xianbao & family,1200,Food & Beverage,63,China,
Cheng Xianfeng,1200,Healthcare,54,China,
Chung Yong-jin,1200,Fashion & Retail,54,South Korea,Shinsegae
Darwin Deason,1200,Service,82,United States,
Diego Della Valle,1200,Fashion & Retail,69,Italy,
Ashwin Desai,1200,Manufacturing,71,India,
Richard Desmond,1200,Media & Entertainment,71,United Kingdom,
Ding Shui Po,1200,Fashion & Retail,52,China,
Sefik Yilmaz Dizdar,1200,Fashion & Retail,85,Turkey,
Mathias Doepfner,1200,Media & Entertainment,60,Germany,
Farhad Ebrahimi,1200,Manufacturing,84,United States,
Jose Roberto Ermirio de Moraes,1200,Diversified,65,Brazil,
Jose Ermirio de Moraes Neto,1200,Diversified,70,Brazil,
Fang Hongbo,1200,Manufacturing,56,China,
David Feffer,1200,Manufacturing,66,Brazil,
Zsolt Felcsuti,1200,Manufacturing,51,Hungary,
Ben Francis,1200,Fashion & Retail,30,United Kingdom,
Gary Friedman,1200,Fashion & Retail,65,United States,
Dan Gertler,1200,Metals & Mining,49,Israel,
Balkrishan Goenka,1200,Manufacturing,56,India,
Lawrence Golub,1200,Finance & Investments,63,United States,
Saroj Rani Gupta,1200,Manufacturing,72,India,
Anthony Hall,1200,Technology,67,Australia,
Fahed Hariri,1200,Construction & Engineering,42,United Kingdom,
Richard Hayne,1200,Fashion & Retail,75,United States,Urban Outfitters Inc.
Michael Heine,1200,Finance & Investments,73,Australia,
Orion Hindawi,1200,Technology,43,United States,Tanium
Lawrence Ho,1200,Gambling & Casinos,46,Hong Kong,
Huang Guanlin,1200,Fashion & Retail,58,China,
Sam Hupert,1200,Technology,68,Australia,
Mohammed Ibrahim,1200,Telecom,76,United Kingdom,Mo Ibrahim Foundation
Shirley Kao,1200,Food & Beverage,66,Taiwan,
David Kaplan,1200,Finance & Investments,55,United States,
Kim Kardashian,1200,Fashion & Retail,42,United States,
Ke Guihua,1200,Manufacturing,57,China,
Ke Yunfeng & family,1200,Healthcare,56,China,
Alexander Klyachin,1200,Real Estate,55,Russia,
Christine Knauf,1200,Manufacturing,,Germany,
Karl Knauf,1200,Manufacturing,,Germany,
Suresh Krishna,1200,Automotive,86,India,
Guy Laliberté,1200,Media & Entertainment,63,Canada,Cirque du Soleil
Lee Su-jin,1200,Technology,45,South Korea,
Li Guoqing,1200,Manufacturing,53,China,
Li Li,1200,Healthcare,59,China,
Li Ruiqiang,1200,Healthcare,43,China,
Zhen Li & family,1200,Manufacturing,59,China,
Guangwei Liang,1200,Manufacturing,59,China,
Liu Ming Hui,1200,Energy,60,Hong Kong,
Frederic Luddy,1200,Technology,68,United States,ServiceNow
"Cargill MacMillan, III.",1200,Food & Beverage,63,United States,
John MacMillan,1200,Food & Beverage,73,United States,
Martha MacMillan,1200,Food & Beverage,71,United States,
William MacMillan,1200,Food & Beverage,68,United States,
Keshub Mahindra,1200,Diversified,99,India,
Mao Zhongwu,1200,Manufacturing,60,China,
Jorge Mas,1200,Construction & Engineering,60,United States,
Lorinc Meszaros,1200,Diversified,57,Hungary,
Jeffrey Michael & family,1200,Technology,66,United States,
Alan Miller & family,1200,Healthcare,85,United States,
Ulrich Mommert & family,1200,Automotive,82,,
Neide Helena de Moraes,1200,Diversified,68,Brazil,
Scott Nuttall,1200,Finance & Investments,50,United States,
Kailashchandra Nuwal,1200,Manufacturing,65,,
Axel Oberwelland & family,1200,Food & Beverage,56,Germany,
Jonathan Oringer,1200,Technology,48,United States,
Vitaly Orlov,1200,Food & Beverage,58,Russia,
Jose Isaac Peres & family,1200,Real Estate,82,Brazil,
Markus Persson,1200,Media & Entertainment,43,Sweden,
Mark Pincus,1200,Technology,57,United States,Zynga Inc
Murdaya Poo,1200,Diversified,82,Indonesia,
Forrest Preston,1200,Healthcare,90,United States,
Qian Ying,1200,Food & Beverage,57,China,
Jimmy Rane,1200,Manufacturing,76,United States,
Andrei Rappoport,1200,Finance & Investments,59,Switzerland,
Hugo Ribeiro & family,1200,Food & Beverage,,Brazil,
Bennett Rosenthal,1200,Finance & Investments,59,United States,
Atul Ruia,1200,Real Estate,52,India,
Thomas Sandell,1200,Finance & Investments,62,United Kingdom,Sandell Asset Management
Francesco Saputo,1200,Food & Beverage,,Canada,
Dhruv Sawhney,1200,Construction & Engineering,78,United Arab Emirates,
Gerald Schwartz,1200,Finance & Investments,81,Canada,
Antonio Luiz Seabra,1200,Fashion & Retail,80,United Kingdom,
Eric Ya Shen,1200,Technology,52,China,
Sytse 'Sid' Sijbrandij,1200,Technology,43,United States,
Alexander Sixt,1200,Automotive,43,Germany,
Konstantin Sixt,1200,Automotive,40,Germany,
Edwin Soeryadjaya,1200,Energy,73,Indonesia,
Abhay Soi,1200,Healthcare,49,India,
Mike Speiser,1200,Technology,52,United Kingdom,Sutter Hill Ventures
Marco Squinzi,1200,Construction & Engineering,51,Italy,
Veronica Squinzi,1200,Construction & Engineering,51,Italy,
Michael Steinhardt,1200,Finance & Investments,82,United States,
Ion Stoica,1200,Technology,58,United States,
Eddy Sugianto,1200,Metals & Mining,77,Indonesia,
Luc Tack,1200,Manufacturing,61,Belgium,
Tony Tan Caktiong,1200,Food & Beverage,70,Philippines,
Xiuguo Tang,1200,Manufacturing,59,China,
Sam Tarascio,1200,Real Estate,78,Australia,
Lina Tombolato,1200,Finance & Investments,75,Italy,
Ching Bor Tung,1200,Manufacturing,60,China,
Joop van den Ende,1200,Media & Entertainment,81,Netherlands,
Ruben Vardanyan & family,1200,Finance & Investments,54,Armenia,
Sandro Veronesi & family,1200,Fashion & Retail,63,Italy,
Thongma Vijitpongpun,1200,Real Estate,65,Thailand,
Thomas von Koch,1200,Finance & Investments,57,Hong Kong,
Wang Fuji,1200,Healthcare,,China,
Wang Shih-Chung,1200,Manufacturing,61,Taiwan,
Wang Xiaoshen,1200,Manufacturing,54,China,
J. Wayne Weaver,1200,Diversified,87,United States,
Drorit Wertheim,1200,Food & Beverage,67,Israel,
Cameron Winklevoss,1200,Finance & Investments,41,United States,
Tyler Winklevoss,1200,Finance & Investments,41,United States,
Wu Chung-yi,1200,Manufacturing,67,Taiwan,
Eugene Wu,1200,Finance & Investments,77,Taiwan,
Wu Yonghua,1200,Fashion & Retail,52,China,
Xia Xinde,1200,Manufacturing,58,China,
Wenbo Xiang,1200,Manufacturing,60,China,
Xu Jin,1200,Food & Beverage,58,China,
Xu Shijun & family,1200,Manufacturing,60,China,
Wanmao Xu,1200,Service,78,China,
Xu Yuejuan,1200,Manufacturing,61,China,
Vadim Yakunin,1200,Healthcare,60,Russia,
Yang Yunyun,1200,Fashion & Retail,46,China,
Matei Zaharia,1200,Technology,37,United States,
Zan Shengda,1200,Diversified,60,China,
Zhang Xuezheng,1200,Technology,47,China,
Zhang Yin,1200,Manufacturing,66,China,
Ning Zhao,1200,Healthcare,56,China,
Zhou Wen & family,1200,Manufacturing,58,China,
Zhu Xingliang,1200,Construction & Engineering,63,China,
Hari Krishan Agarwal,1100,Fashion & Retail,66,India,
Farkhad Akhmedov,1100,Energy,67,Russia,
Prem Kumar Arora,1100,Healthcare,84,,
Joseph Bae,1100,Finance & Investments,51,United States,
Abigail Bennett,1100,Food & Beverage,42,United States,
Sara Blakely,1100,Fashion & Retail,52,United States,Spanx
Lloyd Blankfein,1100,Finance & Investments,68,United States,Goldman Sachs Group
Henadiy Boholyubov,1100,Diversified,61,Ukraine,
Stephane Bonvin,1100,Real Estate,56,Switzerland,
Oleg Boyko,1100,Diversified,58,Switzerland,
Ryan Breslow,1100,Technology,28,United States,Bolt
Thomas Bruch,1100,Fashion & Retail,72,Germany,
Marina Budiman,1100,Technology,61,Indonesia,
Pradip Burman,1100,Food & Beverage,80,India,
Cai Hongbin,1100,Healthcare,,China,
Cao Kejian,1100,Manufacturing,60,China,
Giuliana Caprotti,1100,Food & Beverage,82,Italy,
Marina Caprotti,1100,Food & Beverage,45,Italy,
Chang Jing,1100,Technology,40,China,
Chen Baohua,1100,Healthcare,61,China,
Gang Chen,1100,Energy,55,China,
Liying Chen,1100,Logistics,47,China,
Tony Chen,1100,Technology,73,Taiwan,
Chen Xueling,1100,Manufacturing,55,China,
Cheng Lili,1100,Food & Beverage,58,China,
Cho Jyh-jer,1100,Technology,,,
Weili Dai,1100,Technology,61,United States,Marvell Technology Group Ltd.
Carmen Daurella Aguilera,1100,Food & Beverage,,Spain,
Deng Yingzhong,1100,Manufacturing,72,China,
Shlomo Eliahu,1100,Finance & Investments,87,Israel,
Henry Engelhardt,1100,Finance & Investments,65,United Kingdom,Admiral Group 
Gabriel Escarrer,1100,Service,88,Spain,
Daniel Feffer,1100,Manufacturing,63,Brazil,
Ruben Feffer,1100,Manufacturing,53,Brazil,
Gleb Fetisov,1100,Telecom,56,Cyprus,
Paul Fireman,1100,Fashion & Retail,79,United States,
Robert Fisher,1100,Fashion & Retail,69,United States,Gap Inc.
Bernd Freier,1100,Fashion & Retail,66,Germany,
Donald Friese,1100,Manufacturing,82,United States,
Gan Zhongru,1100,Healthcare,74,China,
Rahul Gautam,1100,Fashion & Retail,70,India,
David Golub,1100,Finance & Investments,60,United States,
Pavel Golubkov,1100,Real Estate,47,Russia,
Cristina Green,1100,Fashion & Retail,,United Kingdom,
Philip Green,1100,Fashion & Retail,,United Kingdom,
Said Gutseriev,1100,Energy,34,United Kingdom,
Polys Haji-Ioannou,1100,Service,63,Monaco,
He Zuxun,1100,Food & Beverage,57,China,
Christian Herz,1100,Finance & Investments,,Germany,
Michaela Herz,1100,Finance & Investments,,Germany,
David Hindawi,1100,Technology,78,United States,Tanium
Huang Shan,1100,Technology,52,China,
Huang Xiaofen & family,1100,Technology,61,China,
Hiroshi Ishibashi,1100,Automotive,76,Japan,
Masayuki Ishihara,1100,Gambling & Casinos,74,Japan,
Chatchai Kaewbootta,1100,Finance & Investments,71,Thailand,
Nikhil Kamath,1100,Finance & Investments,36,India,
Jonas Kamprad,1100,Finance & Investments,57,United Kingdom,
Mathias Kamprad,1100,Finance & Investments,53,United Kingdom,
Peter Kamprad,1100,Finance & Investments,59,Belgium,
Fumio Kaneko,1100,Service,66,Japan,
Sunjay Kapur,1100,Automotive,51,India,
Ali Metin Kazanci,1100,Energy,88,Turkey,
Kangbao Ke & family,1100,Healthcare,60,China,
Carsten Koerl,1100,Sports,58,Switzerland,
Koo Bon-sik,1100,Technology,64,South Korea,Heesung
Andrei Kosogov,1100,Energy,62,Russia,
Yogesh Kothari,1100,Manufacturing,74,India,
Arvind Lal,1100,Healthcare,73,India,
Manuel Lao Hernández,1100,Gambling & Casinos,78,Spain,
Lee Joong-keun,1100,Construction & Engineering,82,South Korea,Booyoung Group
Nancy Lerner,1100,Finance & Investments,62,United States,
Norma Lerner,1100,Finance & Investments,87,United States,
Randolph Lerner,1100,Finance & Investments,61,United States,
Lin Zhijun,1100,Healthcare,47,China,
Lin Zhixiong & family,1100,Healthcare,49,China,
Jeffrey Lorberbaum,1100,Manufacturing,68,United States,
Lu Rongfu,1100,Telecom,52,China,
Lyu Yixiong,1100,Fashion & Retail,60,China,
Soichiro Minami,1100,Technology,46,Japan,
Pawan Munjal,1100,Automotive,68,India,
Renu Munjal,1100,Automotive,68,India,
Suman Munjal,1100,Automotive,70,India,
Dmitry Nikolaev,1100,Energy,56,Russia,
Sjamsul Nursalim,1100,Automotive,81,Singapore,
Adrian Paval,1100,Fashion & Retail,54,Romania,
Antonio Percassi,1100,Diversified,69,Italy,
Kevin Plank,1100,Fashion & Retail,50,United States,Under Armour
G.V. Prasad,1100,Healthcare,62,India,
Pu Zhongjie & family,1100,Healthcare,60,China,
Rao Wei & family,1100,Healthcare,58,China,
Helena Revoredo,1100,Service,76,Spain,
Matthew Roszak,1100,Finance & Investments,50,United States,
Paul Sciarra,1100,Technology,42,United States,
Rajesh Sharma,1100,Finance & Investments,53,India,
Dean Solon,1100,Energy,58,United States,
Michael Spencer,1100,Finance & Investments,67,United Kingdom,
Joseph Steinberg,1100,Finance & Investments,79,United States,
Zachary Stern,1100,Food & Beverage,41,United States,
Manny Stul,1100,Manufacturing,73,Australia,
Sun Hongjun,1100,Technology,49,China,
Sun Weijie,1100,Manufacturing,59,China,
Sehat Sutardja,1100,Technology,61,United States,
Min-Liang Tan,1100,Media & Entertainment,45,Singapore,
Tan Yu Yeh,1100,Fashion & Retail,52,Malaysia,
Tang Aoqi & family,1100,Automotive,77,China,
Vonnarat Tangkaravakoon,1100,Manufacturing,51,Thailand,
Tsao Ter-fung,1100,Food & Beverage,76,Taiwan,
Tung Ching Sai,1100,Manufacturing,58,China,
Arkady Volozh,1100,Technology,59,Israel,
Peter-Alexander Wacker,1100,Manufacturing,71,Germany,
Wan Long,1100,Food & Beverage,82,China,
Wang Han,1100,Diversified,35,China,
Lars Wingefors,1100,Media & Entertainment,46,Sweden,
Allan Wong,1100,Manufacturing,73,Hong Kong,
Tiger Woods,1100,Sports,47,United States,PGA
Horst Wortmann,1100,Fashion & Retail,81,Germany,
Wu Kaiting,1100,Telecom,53,China,
Wu Li-gann,1100,Manufacturing,82,Taiwan,
Wu Xiangdong,1100,Food & Beverage,54,China,
Xiu Laigui,1100,Healthcare,68,China,
Xu Jiangnan,1100,Healthcare,61,China,
Xue Jiping,1100,Telecom,72,China,
Yao Hsiao Tung,1100,Manufacturing,83,Singapore,
Ye Qiongjiu,1100,Technology,68,China,
Yanqiao Ye,1100,Food & Beverage,53,China,
Yeh Kuo-I,1100,Manufacturing,81,,
Yu Faxiang,1100,Media & Entertainment,51,China,
Zeng Chaolin,1100,Metals & Mining,40,China,
Kapeng Zhang,1100,Construction & Engineering,58,China,
Zhang Xuansong,1100,Fashion & Retail,51,China,
Zhang Xuewu,1100,Food & Beverage,48,China,
Zhu Yiming,1100,Technology,50,China,
Zhu Zhaojiang,1100,Manufacturing,49,China,
Zhuo Jun,1100,Manufacturing,57,Hong Kong,
Manohar Lal Agarwal,1000,Food & Beverage,68,India,
Christian Angermayer,1000,Finance & Investments,44,United Kingdom,
Ryuji Arai,1000,Fashion & Retail,76,Japan,
Anna Maria Braun,1000,Healthcare,44,Germany,
Johanna Braun,1000,Healthcare,43,Germany,
Karl Friedrich Braun,1000,Healthcare,40,Germany,
Ludwig Theodor Braun,1000,Healthcare,33,Germany,
Ana Maria Brescia Cafferata,1000,Diversified,98,Peru,
Jimmy Buffett,1000,Media & Entertainment,76,United States,
Hideyuki Busujima,1000,Gambling & Casinos,70,Japan,
Edouard Carmignac,1000,Finance & Investments,75,France,
Chang Kuo-Ming,1000,Logistics,,Taiwan,
Chen Jiancheng,1000,Manufacturing,64,China,
Rui Chen,1000,Media & Entertainment,45,China,
Chen Shiliang,1000,Manufacturing,59,China,
Tianqiao Chen,1000,Technology,49,United States,
Yuantai Chen,1000,Energy,55,China,
Cheng Antares,1000,Food & Beverage,65,Hong Kong,
Kochouseph Chittilappilly,1000,Manufacturing,72,India,
John Christodoulou,1000,Real Estate,57,Monaco,
Pollyanna Chu,1000,Finance & Investments,64,Hong Kong,
Turgay Ciner,1000,Diversified,67,Turkey,
Benoit Dageville,1000,Technology,56,United States,
Mark Dixon,1000,Real Estate,63,Monaco,
Du Yulin & family,1000,Technology,50,China,
Feng Yuxia,1000,Healthcare,58,China,
Benedicte Find,1000,Healthcare,68,Denmark,
William Fisher,1000,Fashion & Retail,66,United States,Gap Inc.
Gao Yunfeng,1000,Manufacturing,56,China,
Jianming Geng,1000,Real Estate,60,China,
Sven Hagströmer,1000,Finance & Investments,79,Sweden,
Clelia Haji-Ioannou,1000,Service,52,Monaco,
Stelios Haji-Ioannou,1000,Service,56,Monaco,
Hang Hong,1000,Manufacturing,55,China,
He Yamin & family,1000,Manufacturing,66,China,
Ghan Djoe Hiang,1000,Energy,79,Indonesia,
Hong Feng,1000,Technology,46,China,
Hong Seok-joh,1000,Fashion & Retail,70,South Korea,BGF Co. Ltd.
Hu Gengxi & family,1000,Healthcare,59,China,
Danilo Iervolino,1000,Technology,45,Italy,
Hedda im Brahm-Droege,1000,Finance & Investments,68,Germany,
Inder Jaisinghani,1000,Manufacturing,70,India,
LeBron James,1000,Sports,38,United States,NBA
Johan Johannson,1000,Fashion & Retail,56,Norway,
Morris Kahn,1000,Technology,93,Israel,
Ashok Kajaria,1000,Manufacturing,75,India,
Marcelo Kalim,1000,Finance & Investments,53,Brazil,
Ken Kendrick,1000,Sports,79,United States,
Brad Keywell,1000,Technology,53,United States,
Muhammed Aziz Khan,1000,Energy,68,Singapore,
Kim Jung-woong,1000,Fashion & Retail,48,South Korea,
